title,url
‘Crucial moment in our history’  Welsh valleys town marks Queen’s funeral ,https://www.theguardian.com/uk-news/2022/sep/19/welsh-valleys-town-treorchy-queen-funeral
‘Crucial moment in our history’  Welsh valleys town marks Queen’s funeral ,https://www.theguardian.com/uk-news/2022/sep/19/welsh-valleys-town-treorchy-queen-funeral
Spider cameo and Tindall’s medals  Social media reacts to quirky side of funeral coverage ,https://www.theguardian.com/uk-news/2022/sep/19/spider-cameo-and-tindalls-medals-social-media-reacts-to-quirky-side-of-funeral-coverage
Spider cameo and Tindall’s medals  Social media reacts to quirky side of funeral coverage ,https://www.theguardian.com/uk-news/2022/sep/19/spider-cameo-and-tindalls-medals-social-media-reacts-to-quirky-side-of-funeral-coverage
Sugar tax  Truss plan to axe levy runs into legal and parliamentary hitches ,https://www.theguardian.com/society/2022/sep/19/truss-plan-to-axe-sugar-tax-runs-into-legal-and-parliamentary-hitches
Leicester  Mayor blames unrest on social media disinformation  ,https://www.theguardian.com/uk-news/2022/sep/19/mayor-blames-leicester-hindu-muslim-unrest-on-social-media-disinformation
Live  Russia-Ukraine war: Russian strike at Pivdennoukrainsk nuclear power plant but reactors not damaged ,https://www.theguardian.com/world/live/2022/sep/19/russia-ukraine-war-live-updates-ukrainian-military-says-russian-attacks-repelled-in-kharkiv-and-kherson
France  Dismay after politicians defend MP who admitted slapping wife ,https://www.theguardian.com/world/2022/sep/19/dismay-after-french-politicians-defend-mp-who-admitted-slapping-wife
Environment  Burning world’s fossil fuel reserves could emit 3.5tn tons of greenhouse gas ,https://www.theguardian.com/environment/2022/sep/19/world-fossil-fuel-reserve-greenhouse-gas-emissions
Windrush scandal  Home Office refuses to speed up visa case of woman with terminal cancer ,https://www.theguardian.com/politics/2022/sep/19/home-office-immigration-visa-case-further-leave-to-remain
Rewilding  Landowners to urge environment secretary to stick with rewilding pledges ,https://www.theguardian.com/environment/2022/sep/19/landowners-urge-environment-secretary-rewilding-pledges
Germany  Plans to rebuild bridge over Rhine that collapsed during WW2 ,https://www.theguardian.com/world/2022/sep/19/germany-rebuild-remagen-bridge-rhine-ww2-collapse
Afghanistan  Taliban free American engineer Mark Frerichs in prisoner swap ,https://www.theguardian.com/us-news/2022/sep/19/taliban-free-american-engineer-mark-frerichs-prisoner-swap
Grand Theft Auto VI  Rockstar owner issues takedowns after game footage leak ,https://www.theguardian.com/games/2022/sep/19/rockstar-owner-issues-takedowns-after-grand-theft-auto-vi-leak
Germany  Die Linke on verge of split over sanctions on Russia ,https://www.theguardian.com/world/2022/sep/19/germanys-die-linke-on-verge-of-split-over-sanctions-on-russia
Football  Russia demands Uefa ban Ukraine’s manager for remarks about war ,https://www.theguardian.com/world/2022/sep/19/russia-demands-uefa-ban-ukraine-manager-war-remarks
‘No way I could work for the Russians’  The Ukrainian teachers resisting occupation ,https://www.theguardian.com/world/2022/sep/18/ukrainian-teachers-resist-russian-takeover-schools
At a glance  What we know on day 208 of the invasion ,https://www.theguardian.com/world/2022/sep/19/russia-ukraine-war-latest-what-we-know-on-day-208-of-the-invasion
How we made Eurotrash  ‘We’d look at all these strange kinks. It traumatised a generation’  ,https://www.theguardian.com/culture/2022/sep/19/how-we-made-eurotrash-wed-look-at-all-these-strange-kinks-it-traumatised-a-generation
How we met  ‘She had a lovely energy – but I wasn’t sure I wanted an open relationship’ ,https://www.theguardian.com/lifeandstyle/2022/sep/19/how-we-met-she-had-a-lovely-energy-but-i-wasnt-sure-i-wanted-an-open-relationship
‘Each guest experience will be different’  VR and the future of theme parks ,https://www.theguardian.com/technology/2022/sep/19/each-guest-experience-different-vr-future-theme-parks
"Bank of mum, dad and sister  Family members turn to one another in crisis ",https://www.theguardian.com/money/2022/sep/19/bank-of-mum-dad-and-sister-family-members-turn-to-one-another-in-crisis
"‘Insane rightwing misogynist? I’m none of those things!’   Steven Moffat on Doctor Who, his Baftas and his critics ",https://www.theguardian.com/tv-and-radio/2022/sep/19/insane-rightwing-misogynist-im-none-of-those-things-steven-moffat-on-doctor-who-his-baftas-and-his-critics
"The new flexitarian  Thomasina Miers’ recipe for plum, tarragon and hazelnut muscovado crumble ",https://www.theguardian.com/food/2022/sep/19/plum-tarragon-hazelnut-muscovado-crumble-recipe-thomasina-miers
"Don McCullin  'Wherever I go, there seems to be violence and death’ ",https://www.theguardian.com/artanddesign/2022/sep/19/don-mccullin-violence-death-vietnam-angelina-jolie
"A new start after 60  I was treated for cancer, ran a half-marathon and became a personal trainer ",https://www.theguardian.com/lifeandstyle/2022/sep/19/a-new-start-after-60-i-was-treated-for-cancer-ran-a-half-marathon-and-became-a-personal-trainer
"Working  Four-day week could alleviate crisis, thinktank claims ",https://www.theguardian.com/business/2022/sep/19/four-day-week-could-alleviate-cost-of-living-crisis-thinktank-claims
Energy bills  Big five UK companies turning away new customers ,https://www.theguardian.com/money/2022/sep/19/big-five-uk-energy-companies-turning-away-new-customers
Student budgeting  Make your money go further as cost of living crisis bites ,https://www.theguardian.com/money/2022/sep/17/student-budgeting-money-banking-accommodation-discounts-deals
Personal inflation calculator  Find out how UK price rises affect you ,https://www.theguardian.com/money/2022/aug/25/personal-inflation-rate-calculator-uk-price-rises-2022
"   
                 
                  
                  Experts predicted a stalemate in Ukraine, here’s why they keep getting it wrong ",https://www.theguardian.com/commentisfree/2022/sep/19/experts-russia-ukraine-war
"   
                 
                  
                  What Charles can learn from the bond between the Queen and my grandfather ",https://www.theguardian.com/commentisfree/2022/sep/19/charles-queen-nelson-mandela-britain
"   
                   
                    
                    All this pomp and splendour proves it: without our support the royals can’t survive ",https://www.theguardian.com/commentisfree/2022/sep/19/royals-queen-elizabeth-mourning-royal-family-reform
"   
                   
                    
                    Italian politics has been in trouble for decades. Now it’s heading for a new low ",https://www.theguardian.com/commentisfree/2022/sep/19/italy-giorgia-meloni-politics-far-right
"   
                   
                    
                    It was a very modern pilgrimage – a people’s quest that led to this historic day ",https://www.theguardian.com/commentisfree/2022/sep/19/queue-pilgrimage-peoples-quest-historic-day-queen
"   
                   
                    
                    I have seen the future and it stinks. Who wants to live in a world without deodorant? ",https://www.theguardian.com/commentisfree/2022/sep/19/i-have-seen-the-future-and-it-stinks-who-wants-to-live-in-a-world-without-deodorant
"   
                   
                    
                    Ruling the US supreme court isn’t enough. The right wants to amend the constitution ",https://www.theguardian.com/commentisfree/2022/sep/19/conservative-supreme-court-amend-constitution
"   
                   
                    
                    Forget ‘levelling up’ – Liz Truss isn’t even pretending to care about inequality ",https://www.theguardian.com/commentisfree/2022/sep/18/levelling-up-liz-truss-boris-johnson-britain-inequalities
The Guardian view  Channel 4 privatisation: a moment to step back ,https://www.theguardian.com/commentisfree/2022/sep/18/the-guardian-view-on-channel-4-privatisation-a-moment-to-step-back
The Guardian view  Schools: grammars are not the answer ,https://www.theguardian.com/commentisfree/2022/sep/18/the-guardian-view-on-schools-grammars-are-not-the-answer
"Letters  Under our monarchy, a deeply unequal world flourished ",https://www.theguardian.com/world/2022/sep/18/under-our-monarchy-a-deeply-unequal-world-flourished
Letters  Counting the cost of a King’s inheritance  ,https://www.theguardian.com/uk-news/2022/sep/18/counting-the-cost-of-a-kings-inheritance
Women’s Super League  Our writers review the opening round of games ,https://www.theguardian.com/football/2022/sep/19/womens-super-league-talking-points-from-the-opening-weekend
Football Weekly  The prodigal Son returns and WSL off to a flyer ,https://www.theguardian.com/football/audio/2022/sep/19/the-prodigal-son-returns-for-tottenham-and-wsl-off-to-a-flyer-football-weekly
"   
                   
                    
                    Too many sports were deferential after the Queen’s death ",https://www.theguardian.com/football/blog/2022/sep/18/fa-forgot-footballs-community-role-in-fear-of-getting-royal-response-wrong
NFL weekend review  Lance’s heartbreak and the quarterback the 49ers just can’t quit ,https://www.theguardian.com/sport/2022/sep/19/trey-lance-injury-san-francisco-49ers-jimmy-garoppolo-nfl-football
Premier League   10 talking points from the weekend’s action ,https://www.theguardian.com/football/2022/sep/19/premier-league-10-talking-points-from-the-weekends-action
Football   Rooney hailed by Phil Neville for handling of alleged MLS racism incident ,https://www.theguardian.com/football/2022/sep/19/alleged-mls-racism-incident-dc-united-inter-miami-wayne-rooney-hailed-by-phil-neville
"Rugby union  Worcester ‘cannot keep going’ without sale, claims Diamond ",https://www.theguardian.com/sport/2022/sep/18/embarrassing-worcester-warriors-cannot-keep-going-says-steve-diamond
La Liga  Atlético fans' racist abuse of Vinícius mars Real Madrid's derby win ,https://www.theguardian.com/football/2022/sep/18/atletico-real-madrid-vinicius-junior-racist-abuse
Weather tracker  Deadly floods batter Italy’s Adriatic coast ,https://www.theguardian.com/environment/2022/sep/19/weather-tracker-deadly-floods-italy-adriatic-coast-typhoon-nanmadol-
Oil  Criticism intensifies after big oil admits ‘gaslighting’ public over green aims ,https://www.theguardian.com/environment/2022/sep/17/oil-companies-exxonmobil-chevron-shell-bp-climate-crisis
Australia  Tiny solar backpacks could help save the plains wanderer – one of the country’s most endangered birds ,https://www.theguardian.com/environment/2022/sep/18/tiny-solar-backpacks-could-help-save-the-plains-wanderer
‘Africa is on the frontlines but not the front pages’  Vanessa Nakate on her climate fight ,https://www.theguardian.com/environment/2022/sep/17/vanessa-nakate-climate-activist-africa-cop27
Mark Fullbrook   No 10 chief of staff spoken to by FBI about work for banker accused of bribery ,https://www.theguardian.com/politics/2022/sep/18/no-10-chief-of-staff-spoken-to-by-fbi-about-work-for-banker-accused-of-bribery
Theatre  World pays tribute after death of Marcello Magni ,https://www.theguardian.com/stage/2022/sep/19/theatre-world-pays-tribute-after-death-of-marcello-magni
China  West weighs calling for Uyghur abuses inquiry at UN ,https://www.theguardian.com/world/2022/sep/19/west-un-china-uyghur-abuses-inquiry-human-rights-council
"GPs  Two-thirds of trainees in England plan to work part-time, study finds ",https://www.theguardian.com/society/2022/sep/18/two-thirds-of-trainee-gps-in-england-plan-to-work-part-time-study-finds
Brexit  Liz Truss meeting with Irish PM raises hopes talks with EU will resume ,https://www.theguardian.com/uk-news/2022/sep/18/liz-truss-micheal-martin-uk-ireland-brexit-talks-eu
Shipping industry  Hundreds of Liverpool container workers set for two-week strike ,https://www.theguardian.com/business/2022/sep/19/hundreds-of-liverpool-container-workers-set-for-two-week-strike
"Dementia  Britons of black and south Asian origin with condition die younger, study finds ",https://www.theguardian.com/society/2022/sep/18/britons-of-black-and-south-asian-origin-with-dementia-die-younger-study-finds
Alex Belfield  Jeremy Vine attacks social media firms after jailing of stalker ,https://www.theguardian.com/media/2022/sep/18/jeremy-vine-attacks-social-media-firms-after-jailing-of-stalker
Monarchy  Republican campaign groups claim surge in interest since death of Queen ,https://www.theguardian.com/uk-news/2022/sep/18/republican-campaign-groups-claim-surge-in-interest-since-death-of-queen
"‘Mummy, Mother, Your Majesty’  Prince Andrew pays tribute to Queen ",https://www.theguardian.com/uk-news/2022/sep/18/prince-andrew-queen-tribute-mummy-mother-your-majesty
Environment  Vulnerable countries demand global tax to pay for climate-led loss and damage ,https://www.theguardian.com/environment/2022/sep/19/vulnerable-countries-demand-global-tax-to-pay-for-climate-led-loss-and-damage
Ben & Jerry’s  Founders accuse Unilever of breaking deal in Israel ,https://www.theguardian.com/business/2022/sep/19/ben-jerrys-unilever-israel-ice-cream
"Apple  Bug in iPhone 14 Pro Max causes camera to physically fail, users say ",https://www.theguardian.com/technology/2022/sep/19/iphone-14-pro-max-camera-optical-image-stabilisation-motor
Archaeology  Ornate Byzantine floor mosaic discovered by Palestinian farmer ,https://www.theguardian.com/science/2022/sep/19/ornate-byzantine-floor-mosaic-discovered-by-palestinian-farmer
India  Government accused of ceding land in Himalayas to China ,https://www.theguardian.com/world/2022/sep/19/indian-people-living-near-border-accuse-government-of-ceding-land-to-china
‘These kids can find anything’  California teens identify two new scorpion species ,https://www.theguardian.com/science/2022/sep/19/new-scorpion-species-discovered-california-students-inaturalist
China  Anger after 27 people killed in Covid quarantine bus crash ,https://www.theguardian.com/world/2022/sep/19/anger-in-china-after-27-people-killed-in-covid-quarantine-bus-crash
Taiwan  Joe Biden again says US forces would defend island from Chinese attack ,https://www.theguardian.com/world/2022/sep/19/joe-biden-repeats-claim-that-us-forces-would-defend-taiwan-if-china-attacked
"Monkeypox   Don’t touch foreigners, says China health chief, as first case reported ",https://www.theguardian.com/world/2022/sep/19/monkeypox-dont-touch-foreigners-says-china-health-chief-as-first-case-reported
Business  Porsche IPO could raise up to €75bn for parent Volkswagen ,https://www.theguardian.com/business/2022/sep/19/porsche-ipo-volkswagen-frankfurt
"  
            
             Podcast
             
             
             The Queen’s funeral: power, projection and personal reflection 
              ",https://www.theguardian.com/news/audio/2022/sep/19/the-queens-funeral-power-projection-and-personal-reflection-podcast
   Listen to previous episodes   ,https://www.theguardian.com/news/series/todayinfocus
Prince William  Prince and Princess of Wales watch New Zealand troops perform haka – video ,https://www.theguardian.com/uk-news/video/2022/sep/16/prince-and-princess-of-wales-watch-new-zealand-troops-perform-haka-video
"Women's Super League  The players, teams, managers you need to know ",https://www.theguardian.com/football/video/2022/sep/15/womens-super-league-the-players-teams-managers-you-need-to-know-video-explainer
"America's dirty divide  Ravaged by hurricanes, a historic Black community fights for survival ",https://www.theguardian.com/us-news/video/2022/sep/16/ravaged-by-hurricanes-a-historic-black-community-fights-for-survival
"‘I care, but I don't care’  Life after the Queen's death  ",https://www.theguardian.com/commentisfree/video/2022/sep/15/i-care-but-i-dont-care-what-people-really-think-about-life-after-the-queen-video
Vladimir Putin  Why is he so obsessed with Ukraine? ,https://www.theguardian.com/world/video/2022/sep/14/why-is-vladimir-putin-so-obsessed-with-ukraine
‘Now Russia fears us’  Buildup to Ukraine's southern counteroffensive  ,https://www.theguardian.com/world/video/2022/sep/12/now-russia-fears-us-buildup-to-ukraines-southern-counteroffensive-video-report
In her own words  Remembering Queen Elizabeth II ,https://www.theguardian.com/uk-news/video/2022/sep/08/queen-elizabeth-ii-in-her-own-words-video-obituary
US   The first Gen Z member of Congress?  ,https://www.theguardian.com/us-news/video/2022/sep/06/the-florida-activist-poised-to-become-the-first-gen-z-member-of-congress-video
‘Like part of my Britishness has gone’  The view from London’s streets as Charles becomes king  ,https://www.theguardian.com/uk-news/video/2022/sep/10/like-part-of-my-britishness-has-gone-the-view-from-londons-streets-as-charles-becomes-king
Bolsonaro's war on the Amazon  Examining evidence of crimes against Indigenous people ,https://www.theguardian.com/world/video/2022/sep/06/bolsonaro-war-on-the-amazon-examining-evidence-of-crimes-against-indigenous-people-video
‘You can feel the history in there’  The return of New Century Hall ,https://www.theguardian.com/music/2022/sep/19/you-can-feel-history-return-new-century-hall-manchester
"It Is in Us All review   Stylish, shadowy essay in unravelling goes out on a limb ",https://www.theguardian.com/film/2022/sep/19/it-is-in-us-all-review-stylish-shadowy-essay-in-unravelling-goes-out-on-a-limb
"Laura Lexx   
                 
                  
                  I did 10 gigs for a master’s in standup comedy – then never stopped ",https://www.theguardian.com/stage/2022/sep/19/laura-lexx-i-did-10-gigs-for-a-masters-in-standup-comedy-then-never-stopped
Amsterdam Baroque Orchestra/Koopman review  Bach sounds fresh and jubilant ,https://www.theguardian.com/music/2022/sep/19/amsterdam-baroque-orchestra-koopman-review-bach-wigmore-hall
Toronto film festival  Spielberg’s The Fabelmans wins People’s Choice award ,https://www.theguardian.com/film/2022/sep/19/spielberg-the-fabelmans-wins-toronto-film-festival-peoples-choice-award
‘I am the most inclusive listener of all time’  Steve Aoki’s honest playlist ,https://www.theguardian.com/music/2022/sep/19/steve-aoki-honest-playlist
A pricy clothes rack?   The people struggling to resell their Pelotons ,https://www.theguardian.com/lifeandstyle/2022/sep/19/peloton-resell-pandemic-market-price
Student tech  The best gadgets to help you make the most of university ,https://www.theguardian.com/business/2022/sep/19/student-tech-best-gadgets-university
"A kitchen in Rome  Rachel Roddy’s recipe for pork, lemon and fennel polpette, cooked two ways ",https://www.theguardian.com/food/2022/sep/19/pork-lemon-fennel-polpette-recipe-two-ways-rachel-roddy
Cryptic crosswords for beginners  A little bit of politics ,https://www.theguardian.com/crosswords/crossword-blog/2022/sep/19/cryptic-crosswords-for-beginners-a-little-bit-of-politics
Ask the experts  If we buy a flat for our son in my wife’s name would she be deemed a first-time buyer? ,https://www.theguardian.com/money/2022/sep/19/if-we-buy-a-flat-for-our-son-in-my-wifes-name-would-she-be-deemed-a-first-time-buyer
Alex Bellos's Monday maths problem  Can you solve it? Maths of a hypothetical new Covid variant ,https://www.theguardian.com/science/2022/sep/19/can-you-solve-it-a-new-covid-variant
King Charles III  What are your hopes for King Charles III’s reign? ,https://www.theguardian.com/uk-news/2022/sep/12/tell-us-what-are-your-hopes-for-king-charles-iiis-reign
Young people in the UK  Share your views on the monarchy and republicanism ,https://www.theguardian.com/uk-news/2022/sep/15/young-people-in-the-uk-share-your-views-on-the-monarchy-and-republicanism
Notes and queries  Are there any foods that have not at some time been considered harmful in a study? ,https://www.theguardian.com/science/2022/sep/18/are-there-any-foods-that-have-not-at-some-time-been-considered-harmful-in-a-study
Relationships  Tell us about the belongings your ex left behind ,https://www.theguardian.com/lifeandstyle/2022/aug/16/tell-us-about-the-belongings-your-ex-left-behind
‘I lost everything’  Italians count cost of deadly flood in Marche  ,https://www.theguardian.com/world/2022/sep/19/i-lost-everything-italians-count-cost-of-deadly-flood-in-marche
US  Proud Boys memo reveals meticulous planning for ‘street-level violence’ ,https://www.theguardian.com/world/2022/sep/19/proud-boys-document-jan-6-violence
‘The numbers kept going’  The forensic office identifying human remains at the border ,https://www.theguardian.com/world/2022/sep/19/arizona-migrants-remains-border-forensics
Analysis  King Charles may find political tussles with Liz Truss hard to avoid ,https://www.theguardian.com/uk-news/2022/sep/18/king-charles-liz-truss-political-tussles
‘They have no fear and no mercy’  Gang rule engulfs Haitian capital ,https://www.theguardian.com/world/2022/sep/18/haiti-violence-gang-rule-port-au-prince
Analysis  Whistleblower claims may not free Elon Musk from his Twitter hook ,https://www.theguardian.com/technology/2022/sep/18/whistleblower-elon-musk-twitter
Hear Here  Sign up for our curated weekly podcast newsletter ,https://www.theguardian.com/info/2017/may/10/hear-here-podcast-recommendations-sign-up-for-unexpected-audio-pleasures
Design Review  Get the newsletter for the way we live now ,https://www.theguardian.com/lifeandstyle/2020/sep/09/design-review-get-the-newsletter-for-the-way-we-live-now
TechScape  Our weekly guide to the world of technology  ,https://www.theguardian.com/info/ng-interactive/2021/jun/25/techscape-sign-up
Pushing Buttons  Keza MacDonald’s weekly look at the world of gaming ,https://www.theguardian.com/info/ng-interactive/2021/nov/24/sign-up-for-pushing-buttons-keza-macdonalds-weekly-look-at-the-world-of-gaming
Monday’s best photos  A space launch and an earthquake ,https://www.theguardian.com/artanddesign/gallery/2022/sep/19/space-launch-earthquake-monday-best-photos
‘Some days we eat grass’  Families on the edge in Afghanistan’s food crisis  ,https://www.theguardian.com/global-development/gallery/2022/sep/19/some-days-we-eat-grass-families-on-the-edge-in-afghanistans-food-crisis-in-pictures
The weekend’s best photos  Oktoberfest and a plastic pyramid ,https://www.theguardian.com/news/gallery/2022/sep/18/oktoberfest-plastic-pyramid-weekend-best-photos
The big picture  William Klein captures ​geometric elegance in Rome ,https://www.theguardian.com/artanddesign/2022/sep/18/the-big-picture-geometric-elegance-in-rome-william-klein-vogue
Last orders  The melancholy of an empty American diner ,https://www.theguardian.com/artanddesign/gallery/2022/sep/17/the-melancholy-of-an-empty-american-diner-in-pictures
A House Is Not a Home  The self-portraits of Brooke DiDonato ,https://www.theguardian.com/artanddesign/gallery/2022/sep/18/a-house-is-not-a-home-the-self-portraits-of-brooke-didonato-in-pictures
Live  Queen’s funeral: hearse carrying Elizabeth II’s coffin leaves Wellington Arch – latest updates ,https://www.theguardian.com/uk-news/live/2022/sep/19/queen-elizabeth-ii-state-funeral-westminster-abbey-updates
  Queen Elizabeth II’s funeral: timeline of day’s key moments ,https://www.theguardian.com/uk-news/2022/sep/19/queens-funeral-timeline-of-days-key-moments
  Who’s invited to Queen Elizabeth II’s funeral – and who’s not ,https://www.theguardian.com/uk-news/2022/sep/19/who-invited-queen-elizabeth-ii-funeral-us-turkey
  Russia demands Uefa ban Ukraine’s manager for remarks about war ,https://www.theguardian.com/world/2022/sep/19/russia-demands-uefa-ban-ukraine-manager-war-remarks
  The Queen: order of service for state funeral at Westminster Abbey ,https://www.theguardian.com/uk-news/2022/sep/18/the-queen-order-of-service-for-state-funeral-at-westminster-abbey
  Truss plan to axe sugar tax runs into legal and parliamentary hitches ,https://www.theguardian.com/society/2022/sep/19/truss-plan-to-axe-sugar-tax-runs-into-legal-and-parliamentary-hitches
  Big five UK energy companies turning away new customers ,https://www.theguardian.com/money/2022/sep/19/big-five-uk-energy-companies-turning-away-new-customers
  How we met: ‘She had a lovely energy – but I wasn’t sure I wanted an open relationship’ ,https://www.theguardian.com/lifeandstyle/2022/sep/19/how-we-met-she-had-a-lovely-energy-but-i-wasnt-sure-i-wanted-an-open-relationship
Live  Russia-Ukraine war: Russian strike at Pivdennoukrainsk nuclear power plant but reactors not damaged – live updates ,https://www.theguardian.com/world/live/2022/sep/19/russia-ukraine-war-live-updates-ukrainian-military-says-russian-attacks-repelled-in-kharkiv-and-kherson
  Mourners prevented from attending Queen’s funeral by rail disruption ,https://www.theguardian.com/uk-news/2022/sep/19/mourners-prevented-from-attending-queens-funeral-by-rail-disruption
